inv_index,x,y,predinstance,nn_dist_m,tile_name,note,tree_pointcloud_file
33,416722.325773016,5346603.43315841,1269,0.0052766417244449,tile_118.laz,ok,trees/pred_1269.laz
34,416723.124130642,5346601.94036302,1263,0.0041465631843376,tile_118.laz,ok,trees/pred_1263.laz
35,416720.037662877,5346598.56561091,1135,0.0049725505704263,tile_118.laz,ok,trees/pred_1135.laz
36,416716.976139981,5346604.68749884,1265,0.0185447770380484,tile_118.laz,ok,trees/pred_1265.laz
37,416715.762446863,5346603.65573221,1266,0.0049194687702684,tile_118.laz,ok,trees/pred_1266.laz
38,416713.771208815,5346601.87877157,1131,0.0017234484752789,tile_98.laz,ok,trees/pred_1131.laz
39,416713.697895059,5346605.61938294,1259,0.0079191362959121,tile_98.laz,ok,trees/pred_1259.laz
40,416733.688567673,5346740.56599574,3377,0.004252724194339,tile_128.laz,ok,trees/pred_3377.laz
41,416733.511728628,5346742.73162313,3376,0.0023712241699713,tile_128.laz,ok,trees/pred_3376.laz
42,416734.359666544,5346744.28547696,3375,0.0045353149700359,tile_128.laz,ok,trees/pred_3375.laz
43,416735.665460469,5346745.99338853,3378,0.0056647572282438,tile_128.laz,ok,trees/pred_3378.laz
44,416739.17463228,5346746.65375642,3380,0.0059639506779358,tile_128.laz,ok,trees/pred_3380.laz
45,416741.364568524,5346744.42893538,3379,0.00469093033524,tile_128.laz,ok,trees/pred_3379.laz
46,416744.575059311,5346743.38897163,3567,0.0050465783512765,tile_128.laz,ok,trees/pred_3567.laz
47,416748.332330908,5346742.77791447,3570,0.0031277097331399,tile_128.laz,ok,trees/pred_3570.laz
48,416750.985122606,5346745.79288227,3571,0.0056653731981235,tile_128.laz,ok,trees/pred_3571.laz
49,416752.967953518,5346746.09019684,3759,0.002055926805755,tile_128.laz,ok,trees/pred_3759.laz
50,416755.026782719,5346746.66236312,3762,0.0039918960719003,tile_128.laz,ok,trees/pred_3762.laz
51,416753.668487283,5346748.2387109,3758,0.0019874839615537,tile_129.laz,ok,trees/pred_3758.laz
52,416753.989786504,5346741.01310443,3569,0.0031117631703735,tile_128.laz,ok,trees/pred_3569.laz
53,416751.831412912,5346737.14622958,3572,0.0040264611899118,tile_128.laz,ok,trees/pred_3572.laz
54,416748.175762414,5346736.59545574,3381,0.0062134887360821,tile_128.laz,ok,trees/pred_3381.laz
55,416744.661277852,5346730.65449597,3217,0.0046740401910258,tile_128.laz,ok,trees/pred_3217.laz
56,416743.864881697,5346728.07690732,3222,0.0057788957462558,tile_128.laz,ok,trees/pred_3222.laz
57,416734.839298436,5346734.07101144,3216,0.0012309354693113,tile_128.laz,ok,trees/pred_3216.laz
58,416727.42745235,5346734.14022782,3042,0.002557815985249,tile_128.laz,ok,trees/pred_3042.laz
59,416725.901078912,5346733.97322564,3039,0.003401294907998,tile_128.laz,ok,trees/pred_3039.laz
60,416723.896600968,5346736.46539441,3040,0.0057240608773434,tile_128.laz,ok,trees/pred_3040.laz
61,416723.814160261,5346734.22824853,3040,0.0045139140664115,tile_128.laz,ok,trees/pred_3040.laz
62,416724.30899237,5346732.48587641,3039,0.0042449160633261,tile_128.laz,ok,trees/pred_3039.laz
63,416725.182670804,5346731.0444987,2862,0.005231777204018,tile_128.laz,ok,trees/pred_2862.laz
64,416749.868318334,5346725.96574781,3221,0.0045726489478038,tile_128.laz,ok,trees/pred_3221.laz
65,416673.393605264,5346644.86069575,1224,0.0064324736124963,tile_98.laz,ok,trees/pred_1224.laz
66,416674.318204182,5346643.37417817,1230,0.0045477541413782,tile_98.laz,ok,trees/pred_1230.laz
67,416671.756078577,5346642.96143064,1107,0.004174241137678,tile_98.laz,ok,trees/pred_1107.laz
68,416675.969704123,5346643.4150587,1230,0.0050673455706024,tile_98.laz,ok,trees/pred_1230.laz
69,416676.990170117,5346643.32484332,1230,0.0048463064446464,tile_98.laz,ok,trees/pred_1230.laz
70,416679.210200103,5346643.07367698,1227,0.0168255089733681,tile_98.laz,ok,trees/pred_1227.laz
71,416674.891903091,5346640.2800069,1111,0.0019031034844168,tile_98.laz,ok,trees/pred_1111.laz
72,416673.759321837,5346635.40801375,1109,0.0095310983103635,tile_98.laz,ok,trees/pred_1109.laz
73,416673.493968413,5346634.04267797,1109,0.0065993608296945,tile_98.laz,ok,trees/pred_1109.laz
74,416671.609977647,5346634.28724686,1112,0.0027532311460647,tile_98.laz,ok,trees/pred_1112.laz
75,416670.491369541,5346635.62358862,1112,0.0038410719141829,tile_98.laz,ok,trees/pred_1112.laz
76,416669.60377598,5346630.92865094,988,0.0040097365605978,tile_98.laz,ok,trees/pred_988.laz
77,416669.952025062,5346629.52541319,984,0.0057795758440185,tile_98.laz,ok,trees/pred_984.laz
78,416673.760419003,5346631.32330898,1109,0.0303282893126224,tile_98.laz,ok,trees/pred_1109.laz
79,416675.452407227,5346630.32836023,1109,0.0077678213620658,tile_98.laz,ok,trees/pred_1109.laz
80,416679.31661801,5346634.62934151,1114,0.0034454992693418,tile_98.laz,ok,trees/pred_1114.laz
81,416681.672549385,5346634.87910038,1115,0.0027034568692065,tile_98.laz,ok,trees/pred_1115.laz
82,416682.335151639,5346633.03868247,1116,0.0050241904497478,tile_98.laz,ok,trees/pred_1116.laz
83,416681.377210818,5346638.81093434,1235,0.0112844726912294,tile_98.laz,ok,trees/pred_1235.laz
84,416681.882175008,5346641.07569288,1231,0.0060942217511104,tile_98.laz,ok,trees/pred_1231.laz
85,416682.605206,5346684.31194338,1804,0.0055569020000704,tile_101.laz,ok,trees/pred_1804.laz
86,416804.418251479,5346688.8151049,3612,0.0051980124385232,tile_122.laz,ok,trees/pred_3612.laz
87,416799.4043,5346686.171,3613,0.0044147480202088,tile_122.laz,ok,trees/pred_3613.laz
88,416795.5757,5346682.424,3256,0.0058728185779339,tile_122.laz,ok,trees/pred_3256.laz
89,416794.5375,5346683.49,3256,0.0074999999487772,tile_122.laz,ok,trees/pred_3256.laz
90,416792.165433835,5346680.38792914,3256,0.0091499245958847,tile_122.laz,ok,trees/pred_3256.laz
91,416791.3853,5346683.556,3255,0.0061717100673183,tile_122.laz,ok,trees/pred_3255.laz
92,416792.3544,5346690.07,3410,0.0043999999761581,tile_122.laz,ok,trees/pred_3410.laz
93,416793.6884,5346693.879,3408,0.0018867963283693,tile_122.laz,ok,trees/pred_3408.laz
94,416789.011911052,5346691.27891836,3408,0.0021959199759492,tile_122.laz,ok,trees/pred_3408.laz
95,416788.8155,5346693.149,3408,0.0046097722455666,tile_122.laz,ok,trees/pred_3408.laz
96,416785.6527,5346693.881,3246,0.0073681748853392,tile_122.laz,ok,trees/pred_3246.laz
97,416783.2579,5346692.105,3246,0.0054230986356875,tile_122.laz,ok,trees/pred_3246.laz
98,416783.1988,5346693.523,3246,0.0032310984756873,tile_122.laz,ok,trees/pred_3246.laz
99,416782.7747,5346694.119,3246,0.0048052055354224,tile_122.laz,ok,trees/pred_3246.laz
100,416781.0674,5346697.59,3402,0.0074000000022351,tile_131.laz,ok,trees/pred_3402.laz
101,416784.1407,5346686.284,3247,0.004060787825002,tile_122.laz,ok,trees/pred_3247.laz
102,416786.3978,5346688.316,3247,0.0063906173139721,tile_122.laz,ok,trees/pred_3247.laz
103,416787.832217808,5346684.691668,3252,0.002775048669382,tile_122.laz,ok,trees/pred_3252.laz
104,416786.5233,5346680.56,3252,0.0032999999821187,tile_122.laz,ok,trees/pred_3252.laz
105,416785.3661,5346682.18,3252,0.003900000010617,tile_122.laz,ok,trees/pred_3252.laz
106,416782.9444,5346680.155,3252,0.0066603302224893,tile_122.laz,ok,trees/pred_3252.laz
107,416779.9355,5346679.988,3069,0.004924429016594,tile_122.laz,ok,trees/pred_3069.laz
108,416779.5873,5346684.647,3248,0.0040360875875407,tile_122.laz,ok,trees/pred_3248.laz
109,416779.2921,5346674.314,2898,0.0045177425474025,tile_122.laz,ok,trees/pred_2898.laz
110,416777.241,5346669.643,2905,0.0031622781232854,tile_122.laz,ok,trees/pred_2905.laz
111,416780.7954,5346671.081,2901,0.0047074409391808,tile_122.laz,ok,trees/pred_2901.laz
112,416782.623,5346672.773,3072,0.0042426403947255,tile_122.laz,ok,trees/pred_3072.laz
113,416785.2335,5346672.814,-1,0.006946222035551,tile_122.laz,ok,trees/pred_-1.laz
114,416787.3286,5346675.382,3073,0.0024413113964651,tile_122.laz,ok,trees/pred_3073.laz
115,416791.065,5346675.113,3254,0.005830951672674,tile_122.laz,ok,trees/pred_3254.laz
116,416791.969088358,5346673.5349121,3254,0.0049959799504398,tile_122.laz,ok,trees/pred_3254.laz
117,416791.3361,5346673.34,-1,0.003900000010617,tile_122.laz,ok,trees/pred_-1.laz
118,416784.886509064,5346669.62631893,-1,0.0050731560038536,tile_122.laz,ok,trees/pred_-1.laz
119,416782.770616307,5346669.17946205,2903,0.0008180611590702,tile_122.laz,ok,trees/pred_2903.laz
120,416781.101283168,5346666.47593415,-1,0.0042635269880012,tile_122.laz,ok,trees/pred_-1.laz
121,416790.0295,5346666.47,-1,0.0005000000237487,tile_122.laz,ok,trees/pred_-1.laz
122,416791.051,5346664.971,3077,0.0090553851761395,tile_122.laz,ok,trees/pred_3077.laz
123,416793.4325,5346668.997,3081,0.0074330345779215,tile_122.laz,ok,trees/pred_3081.laz
124,416796.2274,5346665.835,3085,0.0056356010255534,tile_122.laz,ok,trees/pred_3085.laz
125,416797.2301,5346666.926,3083,0.0040012495292818,tile_122.laz,ok,trees/pred_3083.laz
126,416801.091,5346673.142,3414,0.0022360682659261,tile_122.laz,ok,trees/pred_3414.laz
127,416799.5924,5346675.157,3416,0.0038418749249301,tile_122.laz,ok,trees/pred_3416.laz
128,416801.3206,5346677.278,3415,0.0020880616072451,tile_122.laz,ok,trees/pred_3415.laz
129,416802.4877,5346674.636,3414,0.0046141085554677,tile_122.laz,ok,trees/pred_3414.laz
130,416801.624,5346668.727,3419,0.0050000003073364,tile_122.laz,ok,trees/pred_3419.laz
131,416800.6086,5346665.23,3083,0.0085999999428167,tile_122.laz,ok,trees/pred_3083.laz
132,416798.8622,5346658.732,3082,0.0029732133346869,tile_122.laz,ok,trees/pred_3082.laz
133,416796.9567,5346652.567,-1,0.0044598209848135,tile_122.laz,ok,trees/pred_-1.laz
134,416793.8844,5346651.862,2907,0.0048332181180041,tile_122.laz,ok,trees/pred_2907.laz
135,416791.9398,5346653.199,2909,0.0010198040653112,tile_122.laz,ok,trees/pred_2909.laz
136,416792.9267,5346655.155,-1,0.0059908262171753,tile_122.laz,ok,trees/pred_-1.laz
137,416790.184,5346656.118,2911,0.0044721361153521,tile_122.laz,ok,trees/pred_2911.laz
138,416790.7064,5346658.382,2911,0.0041182522124258,tile_122.laz,ok,trees/pred_2911.laz
139,416786.1092,5346652.551,2752,0.001280624962856,tile_122.laz,ok,trees/pred_2752.laz
140,416782.5155,5346657.053,2750,0.0054083272185094,tile_122.laz,ok,trees/pred_2750.laz
141,416782.7256,5346659.745,2750,0.0066603302224893,tile_122.laz,ok,trees/pred_2750.laz
142,416782.1656,5346660.039,2906,0.0045122056821489,tile_122.laz,ok,trees/pred_2906.laz
143,416779.3339,5346659.077,2749,0.0049203661482905,tile_122.laz,ok,trees/pred_2749.laz
144,416772.9171,5346657.674,2742,0.0049406474859801,tile_122.laz,ok,trees/pred_2742.laz
145,416776.3927,5346655.47,2594,0.0027000000118277,tile_122.laz,ok,trees/pred_2594.laz
146,416775.4591,5346653.921,2594,0.0013453625551394,tile_122.laz,ok,trees/pred_2594.laz
147,416778.1687,5346652.394,2748,0.004205948793603,tile_122.laz,ok,trees/pred_2748.laz
148,416779.3103,5346652.092,2598,0.002022375167928,tile_122.laz,ok,trees/pred_2598.laz
149,416782.0256,5346649.433,2596,0.0082680108446563,tile_122.laz,ok,trees/pred_2596.laz
150,416780.9837,5346648.228,2596,0.0042059483258324,tile_122.laz,ok,trees/pred_2596.laz
151,416779.7409,5346645.401,2597,0.001345361823954,tile_119.laz,ok,trees/pred_2597.laz
152,416784.206735336,5346645.62234901,2597,0.0040219246621867,tile_119.laz,ok,trees/pred_2597.laz
153,416785.7833,5346643.289,-1,0.0034481879603363,tile_119.laz,ok,trees/pred_-1.laz
154,416791.6514,5346649.403,2752,0.0033105886519955,tile_122.laz,ok,trees/pred_2752.laz
155,416790.2753,5346644.633,2756,0.0084314880325718,tile_119.laz,ok,trees/pred_2756.laz
156,416795.3392,5346645.244,2758,0.0040792153480081,tile_119.laz,ok,trees/pred_2758.laz
157,416796.4148,5346645.857,2758,0.005660388935748,tile_119.laz,ok,trees/pred_2758.laz
158,416796.0898,5346642.586,2761,0.004004996604047,tile_119.laz,ok,trees/pred_2761.laz
159,416793.734234786,5346636.05163235,-1,0.0045384998464335,tile_119.laz,ok,trees/pred_-1.laz
160,416790.669092717,5346637.39309873,2599,0.0069606536925165,tile_119.laz,ok,trees/pred_2599.laz
161,416789.5838,5346632.686,2602,0.0055172461690412,tile_119.laz,ok,trees/pred_2602.laz
162,416787.518825523,5346633.58074976,2454,0.0013933904150447,tile_119.laz,ok,trees/pred_2454.laz
163,416785.8297,5346630.835,2454,0.0050089918038426,tile_119.laz,ok,trees/pred_2454.laz
164,416787.249898332,5346627.01124267,2451,0.0012468222346711,tile_119.laz,ok,trees/pred_2451.laz
165,416789.708661219,5346627.90766664,2455,0.0077826540004848,tile_119.laz,ok,trees/pred_2455.laz
166,416790.611709031,5346625.44620704,2456,0.0064380220022352,tile_119.laz,ok,trees/pred_2456.laz
167,416787.457661716,5346624.84008166,2451,0.002339709525859,tile_119.laz,ok,trees/pred_2451.laz
168,416782.622717068,5346628.23131584,2453,0.0074008467292038,tile_119.laz,ok,trees/pred_2453.laz
169,416782.969960086,5346629.68724826,2453,0.0027520300886594,tile_119.laz,ok,trees/pred_2453.laz
170,416779.677016052,5346631.88032158,2449,0.0030012263033894,tile_119.laz,ok,trees/pred_2449.laz
171,416778.9924,5346637.885,2448,0.0055461697477439,tile_119.laz,ok,trees/pred_2448.laz
172,416776.2137,5346638.524,2444,0.0070491134644094,tile_119.laz,ok,trees/pred_2444.laz
173,416777.2791,5346641.23,-1,0.0009000000427477,tile_119.laz,ok,trees/pred_-1.laz
174,416774.5212,5346642.288,2447,0.0023323810384233,tile_119.laz,ok,trees/pred_2447.laz
175,416774.914,5346643.605,2447,0.0064031241234015,tile_119.laz,ok,trees/pred_2447.laz
176,416772.3034,5346647.643,2593,0.0045343139349999,tile_122.laz,ok,trees/pred_2593.laz
177,416771.244879466,5346651.52614018,2588,0.0062215269766861,tile_122.laz,ok,trees/pred_2588.laz
178,416770.0531,5346644.187,2441,0.0043139312861421,tile_119.laz,ok,trees/pred_2441.laz
179,416770.428713739,5346637.05698166,2301,0.0070991585630069,tile_119.laz,ok,trees/pred_2301.laz
180,416773.537334425,5346635.31787117,2299,0.0034113352336147,tile_119.laz,ok,trees/pred_2299.laz
181,416775.2139,5346634.211,2299,0.004026164422452,tile_119.laz,ok,trees/pred_2299.laz
182,416771.9686,5346631.138,2303,0.002441310633496,tile_119.laz,ok,trees/pred_2303.laz
183,416769.3659,5346629.067,2302,0.0050803546249633,tile_119.laz,ok,trees/pred_2302.laz
184,416777.1589,5346629.644,2449,0.0061000000607207,tile_119.laz,ok,trees/pred_2449.laz
185,416722.57,5346717.97,2710,0.0,tile_128.laz,ok,trees/pred_2710.laz
186,416723.3499,5346714.344,2711,0.0040012495307365,tile_128.laz,ok,trees/pred_2711.laz
187,416722.6513,5346713.425,2711,0.0051662364339637,tile_128.laz,ok,trees/pred_2711.laz
188,416722.572908964,5346712.20353488,2712,0.0045779301971295,tile_128.laz,ok,trees/pred_2712.laz
189,416720.808,5346714.973,2714,0.0036055516727331,tile_128.laz,ok,trees/pred_2714.laz
190,416717.9939,5346713.092,2555,0.0043829215592017,tile_128.laz,ok,trees/pred_2555.laz
191,416717.2207,5346712.262,2552,0.0080305669815232,tile_128.laz,ok,trees/pred_2552.laz
192,416734.195,5346713.668,2874,0.0053851649332094,tile_128.laz,ok,trees/pred_2874.laz
193,416734.6257,5346719.149,3046,0.0044147480769035,tile_128.laz,ok,trees/pred_3046.laz
194,416733.31584027,5346723.19888513,3045,0.0043065403299218,tile_128.laz,ok,trees/pred_3045.laz
195,416732.619477378,5346725.21219705,3044,0.0022583544081948,tile_128.laz,ok,trees/pred_3044.laz
196,416730.259656429,5346727.9787824,3043,0.0012651454322506,tile_128.laz,ok,trees/pred_3043.laz
197,416738.060509413,5346725.30780086,3218,0.0022573701560846,tile_128.laz,ok,trees/pred_3218.laz
198,416739.886697624,5346725.99565795,3218,0.0054551890988814,tile_128.laz,ok,trees/pred_3218.laz
199,416738.4272,5346723.247,-1,0.0041036565956874,tile_128.laz,ok,trees/pred_-1.laz
200,416743.4253,5346722.007,3047,0.0055758404991825,tile_128.laz,ok,trees/pred_3047.laz
201,416740.0312,5346716.594,3048,0.0041761223391709,tile_128.laz,ok,trees/pred_3048.laz
202,416743.9773,5346717.207,3051,0.0040360868563552,tile_128.laz,ok,trees/pred_3051.laz
203,416745.1303,5346718.025,3051,0.0050089918038426,tile_128.laz,ok,trees/pred_3051.laz
204,416747.2263,5346716.816,3223,0.0054488535724021,tile_128.laz,ok,trees/pred_3223.laz
205,416745.172,5346714.782,3052,0.0028284267240218,tile_128.laz,ok,trees/pred_3052.laz
206,416744.64379657,5346711.38451652,3050,0.0059002458891989,tile_128.laz,ok,trees/pred_3050.laz
207,416748.861,5346720.54,3220,0.0009999999892897,tile_128.laz,ok,trees/pred_3220.laz
208,416748.7209,5346720.22,3220,0.00089999998454,tile_128.laz,ok,trees/pred_3220.laz
209,416749.4765,5346717.345,-1,0.0061032777115038,tile_128.laz,ok,trees/pred_-1.laz
210,416747.569969154,5346704.64158048,2880,0.0015807814655897,tile_128.laz,ok,trees/pred_2880.laz
211,416739.4636,5346706.834,2877,0.0053814494114947,tile_128.laz,ok,trees/pred_2877.laz
212,416762.702341668,5346752.74036259,3918,0.0076669107574329,tile_129.laz,ok,trees/pred_3918.laz
213,416761.931,5346751.534,3764,0.0041231053555794,tile_129.laz,ok,trees/pred_3764.laz
214,416766.393617669,5346752.62880754,3927,0.0038091323662283,tile_130.laz,ok,trees/pred_3927.laz
215,416761.782673965,5346748.23251959,3768,0.0036740198075833,tile_129.laz,ok,trees/pred_3768.laz
216,416766.976118174,5346751.41925722,3927,0.0039522519334562,tile_130.laz,ok,trees/pred_3927.laz
217,416766.766956342,5346748.38758636,3932,0.0038845220238717,tile_130.laz,ok,trees/pred_3932.laz
218,416768.7164,5346747.965,3933,0.0061611686614924,tile_130.laz,ok,trees/pred_3933.laz
219,416769.008561006,5346748.66228475,3933,0.0027001451178587,tile_130.laz,ok,trees/pred_3933.laz
220,416770.193675393,5346747.5573393,3931,0.0045373823796269,tile_130.laz,ok,trees/pred_3931.laz
221,416774.700794075,5346751.16118068,4113,0.0014228700636496,tile_130.laz,ok,trees/pred_4113.laz
222,416776.0993,5346746.996,3937,0.0040607878350359,tile_130.laz,ok,trees/pred_3937.laz
223,416773.569270089,5346745.97995015,4111,0.0007316113881873,tile_131.laz,ok,trees/pred_4111.laz
224,416774.9529,5346743.898,3937,0.0035227831465186,tile_131.laz,ok,trees/pred_3937.laz
225,416778.6524,5346746.54,4116,0.0023999999975785,tile_131.laz,ok,trees/pred_4116.laz
226,416778.830974767,5346744.13253702,4116,0.0027178380321807,tile_131.laz,ok,trees/pred_4116.laz
227,416783.351,5346747.389,4120,0.0014142130121592,tile_130.laz,ok,trees/pred_4120.laz
228,416781.7332,5346740.591,3940,0.0033526110056962,tile_131.laz,ok,trees/pred_3940.laz
229,416780.7681,5346739.877,3940,0.0072532753392297,tile_131.laz,ok,trees/pred_3940.laz
230,416777.7705,5346740.433,3940,0.0070178346368717,tile_131.laz,ok,trees/pred_3940.laz
231,416775.4024,5346739.872,3934,0.0031241000783712,tile_131.laz,ok,trees/pred_3934.laz
232,416773.2462,5346738.235,3936,0.0062801273018151,tile_131.laz,ok,trees/pred_3936.laz
233,416771.509748896,5346734.34549848,3771,0.0045085187633421,tile_131.laz,ok,trees/pred_3771.laz
234,416771.921609927,5346728.60206856,3774,0.0026212218649999,tile_131.laz,ok,trees/pred_3774.laz
235,416776.531076097,5346734.21998593,3935,0.0010761889321168,tile_131.laz,ok,trees/pred_3935.laz
236,416777.450009685,5346738.51490833,3939,0.0050916801116168,tile_131.laz,ok,trees/pred_3939.laz
237,416781.3398,5346735.524,3941,0.004004996604047,tile_131.laz,ok,trees/pred_3941.laz
238,416778.6235672,5346727.47557443,3776,0.0056842403874436,tile_131.laz,ok,trees/pred_3776.laz
239,416766.87293595,5346730.81045161,3582,0.0029704803584102,tile_131.laz,ok,trees/pred_3582.laz
240,416770.432330584,5346743.84757054,3769,0.0033665855787207,tile_131.laz,ok,trees/pred_3769.laz
241,416767.914555806,5346742.73040856,3765,0.0045740888487061,tile_131.laz,ok,trees/pred_3765.laz
242,416768.50292006,5346741.07675876,3769,0.0043626124638947,tile_131.laz,ok,trees/pred_3769.laz
243,416767.001120478,5346740.47696359,3765,0.003236550617983,tile_131.laz,ok,trees/pred_3765.laz
244,416764.8653,5346745.145,-1,0.0068622152977185,tile_128.laz,ok,trees/pred_-1.laz
245,416761.1903,5346743.541,3768,0.0010440308119855,tile_128.laz,ok,trees/pred_3768.laz
246,416755.854871718,5346744.31321627,3763,0.0058376386286392,tile_128.laz,ok,trees/pred_3763.laz
247,416759.2349,5346736.127,3574,0.0057454327392792,tile_128.laz,ok,trees/pred_3574.laz
248,416763.9346,5346735.576,3767,0.0067201189014859,tile_128.laz,ok,trees/pred_3767.laz
249,416763.4667,5346733.617,3770,0.0073409810335441,tile_128.laz,ok,trees/pred_3770.laz
250,416761.2829,5346732.762,3573,0.0035227831465186,tile_128.laz,ok,trees/pred_3573.laz
251,416759.6732,5346732.515,3573,0.0059363287569088,tile_128.laz,ok,trees/pred_3573.laz
252,416755.6701,5346731.856,3382,0.0040012504603135,tile_128.laz,ok,trees/pred_3382.laz
253,416758.3719,5346727.634,3385,0.0044283177298349,tile_128.laz,ok,trees/pred_3385.laz
254,416758.8623,5346725.003,3383,0.0037802112810671,tile_128.laz,ok,trees/pred_3383.laz
255,416758.407887661,5346722.32365326,3227,0.0042199863001552,tile_128.laz,ok,trees/pred_3227.laz
256,416756.4639,5346721.699,3224,0.004026164422452,tile_128.laz,ok,trees/pred_3224.laz
257,416759.07145491,5346719.81906647,3227,0.0017286534271158,tile_128.laz,ok,trees/pred_3227.laz
258,416759.5598,5346718.978,3227,0.002009975451368,tile_128.laz,ok,trees/pred_3227.laz
259,416763.7967,5346720.859,3389,0.0034481879603363,tile_128.laz,ok,trees/pred_3389.laz
260,416764.6361,5346720.022,3389,0.0043829211342237,tile_128.laz,ok,trees/pred_3389.laz
261,416762.634844723,5346726.34926575,3391,0.0052073031202803,tile_128.laz,ok,trees/pred_3391.laz
262,416763.4405,5346724.363,3391,0.0030413808354501,tile_128.laz,ok,trees/pred_3391.laz
263,416765.601,5346723.934,3386,0.004123106259095,tile_131.laz,ok,trees/pred_3386.laz
264,416767.692,5346721.677,3386,0.0036055508978258,tile_131.laz,ok,trees/pred_3386.laz
265,416770.8917,5346724.317,3581,0.003448188340151,tile_131.laz,ok,trees/pred_3581.laz
266,416771.4224,5346720.304,3589,0.004664761278244,tile_131.laz,ok,trees/pred_3589.laz
267,416768.1006,5346717.589,3395,0.0011661905042378,tile_131.laz,ok,trees/pred_3395.laz
268,416769.3015,5346715.943,3394,0.0033541015789045,tile_131.laz,ok,trees/pred_3394.laz
269,416775.3864,5346721.037,3586,0.0046861501175569,tile_131.laz,ok,trees/pred_3586.laz
270,416777.059987353,5346719.86672593,3587,0.0032740945252139,tile_131.laz,ok,trees/pred_3587.laz
271,416774.802243203,5346718.41612997,3588,0.0044731522847995,tile_131.laz,ok,trees/pred_3588.laz
272,416778.4475,5346718.158,3591,0.0077620874393474,tile_131.laz,ok,trees/pred_3591.laz
273,416776.5929,5346715.525,3593,0.005780138291469,tile_131.laz,ok,trees/pred_3593.laz
274,416776.2458,5346713.212,3593,0.0046518815032392,tile_131.laz,ok,trees/pred_3593.laz
275,416773.424038829,5346714.52451105,3394,0.0060548915257291,tile_131.laz,ok,trees/pred_3394.laz
